national_industry_code,naics_industry_code,industry_group_code,subsector_code,sector_code,national_industry_desc,naics_industry_desc,industry_group_desc,subsector_desc,sector_desc
326140,32614,3261,326,31-33,Polystyrene Foam Product Manufacturing,Polystyrene Foam Product Manufacturing,Plastics Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326150,32615,3261,326,31-33,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Plastics Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326160,32616,3261,326,31-33,Plastics Bottle Manufacturing,Plastics Bottle Manufacturing,Plastics Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326191,32619,3261,326,31-33,Plastics Plumbing Fixture Manufacturing,Other Plastics Product Manufacturing,Plastics Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326199,32619,3261,326,31-33,All Other Plastics Product Manufacturing,Other Plastics Product Manufacturing,Plastics Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326211,32621,3262,326,31-33,Tire Manufacturing (except Retreading),Tire Manufacturing,Rubber Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326212,32621,3262,326,31-33,Tire Retreading,Tire Manufacturing,Rubber Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326220,32622,3262,326,31-33,Rubber and Plastics Hoses and Belting Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing,Rubber Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326291,32629,3262,326,31-33,Rubber Product Manufacturing for Mechanical Use,Other Rubber Product Manufacturing,Rubber Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
326299,32629,3262,326,31-33,All Other Rubber Product Manufacturing,Other Rubber Product Manufacturing,Rubber Product Manufacturing,Plastics and Rubber Products Manufacturing,Manufacturing
327110,32711,3271,327,31-33,"Pottery, Ceramics, and Plumbing Fixture Manufacturing","Pottery, Ceramics, and Plumbing Fixture Manufacturing",Clay Product and Refractory Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327120,32712,3271,327,31-33,Clay Building Material and Refractories Manufacturing,Clay Building Material and Refractories Manufacturing,Clay Product and Refractory Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327211,32721,3272,327,31-33,Flat Glass Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327212,32721,3272,327,31-33,Other Pressed and Blown Glass and Glassware Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327213,32721,3272,327,31-33,Glass Container Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327215,32721,3272,327,31-33,Glass Product Manufacturing Made of Purchased Glass,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327310,32731,3273,327,31-33,Cement Manufacturing,Cement Manufacturing,Cement and Concrete Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327320,32732,3273,327,31-33,Ready-Mix Concrete Manufacturing,Ready-Mix Concrete Manufacturing,Cement and Concrete Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327331,32733,3273,327,31-33,Concrete Block and Brick Manufacturing,"Concrete Pipe, Brick, and Block Manufacturing",Cement and Concrete Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327332,32733,3273,327,31-33,Concrete Pipe Manufacturing,"Concrete Pipe, Brick, and Block Manufacturing",Cement and Concrete Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327390,32739,3273,327,31-33,Other Concrete Product Manufacturing,Other Concrete Product Manufacturing,Cement and Concrete Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327410,32741,3274,327,31-33,Lime Manufacturing,Lime Manufacturing,Lime and Gypsum Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327420,32742,3274,327,31-33,Gypsum Product Manufacturing,Gypsum Product Manufacturing,Lime and Gypsum Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327910,32791,3279,327,31-33,Abrasive Product Manufacturing,Abrasive Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327991,32799,3279,327,31-33,Cut Stone and Stone Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327992,32799,3279,327,31-33,Ground or Treated Mineral and Earth Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327993,32799,3279,327,31-33,Mineral Wool Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
327999,32799,3279,327,31-33,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Nonmetallic Mineral Product Manufacturing,Manufacturing
331110,33111,3311,331,31-33,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Primary Metal Manufacturing,Manufacturing
331210,33121,3312,331,31-33,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Steel Product Manufacturing from Purchased Steel,Primary Metal Manufacturing,Manufacturing
331221,33122,3312,331,31-33,Rolled Steel Shape Manufacturing,Rolling and Drawing of Purchased Steel,Steel Product Manufacturing from Purchased Steel,Primary Metal Manufacturing,Manufacturing
331222,33122,3312,331,31-33,Steel Wire Drawing,Rolling and Drawing of Purchased Steel,Steel Product Manufacturing from Purchased Steel,Primary Metal Manufacturing,Manufacturing
331313,33131,3313,331,31-33,Alumina Refining and Primary Aluminum Production,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Primary Metal Manufacturing,Manufacturing
331314,33131,3313,331,31-33,Secondary Smelting and Alloying of Aluminum,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Primary Metal Manufacturing,Manufacturing
331315,33131,3313,331,31-33,"Aluminum Sheet, Plate, and Foil Manufacturing",Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Primary Metal Manufacturing,Manufacturing
331318,33131,3313,331,31-33,"Other Aluminum Rolling, Drawing, and Extruding",Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Primary Metal Manufacturing,Manufacturing
331410,33141,3314,331,31-33,Nonferrous Metal (except Aluminum) Smelting and Refining,Nonferrous Metal (except Aluminum) Smelting and Refining,Nonferrous Metal (except Aluminum) Production and Processing,Primary Metal Manufacturing,Manufacturing
331420,33142,3314,331,31-33,"Copper Rolling, Drawing, Extruding, and Alloying","Copper Rolling, Drawing, Extruding, and Alloying",Nonferrous Metal (except Aluminum) Production and Processing,Primary Metal Manufacturing,Manufacturing
331491,33149,3314,331,31-33,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",Nonferrous Metal (except Aluminum) Production and Processing,Primary Metal Manufacturing,Manufacturing
331492,33149,3314,331,31-33,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",Nonferrous Metal (except Aluminum) Production and Processing,Primary Metal Manufacturing,Manufacturing
331511,33151,3315,331,31-33,Iron Foundries,Ferrous Metal Foundries,Foundries,Primary Metal Manufacturing,Manufacturing
331512,33151,3315,331,31-33,Steel Investment Foundries,Ferrous Metal Foundries,Foundries,Primary Metal Manufacturing,Manufacturing
331513,33151,3315,331,31-33,Steel Foundries (except Investment),Ferrous Metal Foundries,Foundries,Primary Metal Manufacturing,Manufacturing
331523,33152,3315,331,31-33,Nonferrous Metal Die-Casting Foundries,Nonferrous Metal Foundries,Foundries,Primary Metal Manufacturing,Manufacturing
331524,33152,3315,331,31-33,Aluminum Foundries (except Die-Casting),Nonferrous Metal Foundries,Foundries,Primary Metal Manufacturing,Manufacturing
331529,33152,3315,331,31-33,Other Nonferrous Metal Foundries (except Die-Casting),Nonferrous Metal Foundries,Foundries,Primary Metal Manufacturing,Manufacturing
332111,33211,3321,332,31-33,Iron and Steel Forging,Forging and Stamping,Forging and Stamping,Fabricated Metal Product Manufacturing,Manufacturing
332112,33211,3321,332,31-33,Nonferrous Forging,Forging and Stamping,Forging and Stamping,Fabricated Metal Product Manufacturing,Manufacturing
332114,33211,3321,332,31-33,Custom Roll Forming,Forging and Stamping,Forging and Stamping,Fabricated Metal Product Manufacturing,Manufacturing
332117,33211,3321,332,31-33,Powder Metallurgy Part Manufacturing,Forging and Stamping,Forging and Stamping,Fabricated Metal Product Manufacturing,Manufacturing
332119,33211,3321,332,31-33,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",Forging and Stamping,Forging and Stamping,Fabricated Metal Product Manufacturing,Manufacturing
332215,33221,3322,332,31-33,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332216,33221,3322,332,31-33,Saw Blade and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332311,33231,3323,332,31-33,Prefabricated Metal Building and Component Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Architectural and Structural Metals Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332312,33231,3323,332,31-33,Fabricated Structural Metal Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Architectural and Structural Metals Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332313,33231,3323,332,31-33,Plate Work Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Architectural and Structural Metals Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332321,33232,3323,332,31-33,Metal Window and Door Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Architectural and Structural Metals Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332322,33232,3323,332,31-33,Sheet Metal Work Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Architectural and Structural Metals Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332323,33232,3323,332,31-33,Ornamental and Architectural Metal Work Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Architectural and Structural Metals Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332410,33241,3324,332,31-33,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332420,33242,3324,332,31-33,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332431,33243,3324,332,31-33,Metal Can Manufacturing,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing","Boiler, Tank, and Shipping Container Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332439,33243,3324,332,31-33,Other Metal Container Manufacturing,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing","Boiler, Tank, and Shipping Container Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332510,33251,3325,332,31-33,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332613,33261,3326,332,31-33,Spring Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332618,33261,3326,332,31-33,Other Fabricated Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332710,33271,3327,332,31-33,Machine Shops,Machine Shops,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332721,33272,3327,332,31-33,Precision Turned Product Manufacturing,"Turned Product and Screw, Nut, and Bolt Manufacturing","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332722,33272,3327,332,31-33,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Fabricated Metal Product Manufacturing,Manufacturing
332811,33281,3328,332,31-33,Metal Heat Treating,"Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities",Fabricated Metal Product Manufacturing,Manufacturing
332812,33281,3328,332,31-33,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities",Fabricated Metal Product Manufacturing,Manufacturing
332813,33281,3328,332,31-33,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities",Fabricated Metal Product Manufacturing,Manufacturing
332911,33291,3329,332,31-33,Industrial Valve Manufacturing,Metal Valve Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332912,33291,3329,332,31-33,Fluid Power Valve and Hose Fitting Manufacturing,Metal Valve Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332913,33291,3329,332,31-33,Plumbing Fixture Fitting and Trim Manufacturing,Metal Valve Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332919,33291,3329,332,31-33,Other Metal Valve and Pipe Fitting Manufacturing,Metal Valve Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332991,33299,3329,332,31-33,Ball and Roller Bearing Manufacturing,All Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332992,33299,3329,332,31-33,Small Arms Ammunition Manufacturing,All Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332993,33299,3329,332,31-33,Ammunition (except Small Arms) Manufacturing,All Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332994,33299,3329,332,31-33,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",All Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332996,33299,3329,332,31-33,Fabricated Pipe and Pipe Fitting Manufacturing,All Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
332999,33299,3329,332,31-33,All Other Miscellaneous Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Manufacturing
333111,33311,3331,333,31-33,Farm Machinery and Equipment Manufacturing,Agricultural Implement Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing",Machinery Manufacturing,Manufacturing
333112,33311,3331,333,31-33,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Agricultural Implement Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing",Machinery Manufacturing,Manufacturing
333120,33312,3331,333,31-33,Construction Machinery Manufacturing,Construction Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing",Machinery Manufacturing,Manufacturing
333131,33313,3331,333,31-33,Mining Machinery and Equipment Manufacturing,Mining and Oil and Gas Field Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing",Machinery Manufacturing,Manufacturing
333132,33313,3331,333,31-33,Oil and Gas Field Machinery and Equipment Manufacturing,Mining and Oil and Gas Field Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing",Machinery Manufacturing,Manufacturing
333241,33324,3332,333,31-33,Food Product Machinery Manufacturing,Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333242,33324,3332,333,31-33,Semiconductor Machinery Manufacturing,Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333243,33324,3332,333,31-33,"Sawmill, Woodworking, and Paper Machinery Manufacturing",Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333244,33324,3332,333,31-33,Printing Machinery and Equipment Manufacturing,Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333249,33324,3332,333,31-33,Other Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333314,33331,3333,333,31-33,Optical Instrument and Lens Manufacturing,Commercial and Service Industry Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333316,33331,3333,333,31-33,Photographic and Photocopying Equipment Manufacturing,Commercial and Service Industry Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333318,33331,3333,333,31-33,Other Commercial and Service Industry Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333413,33341,3334,333,31-33,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333414,33341,3334,333,31-33,Heating Equipment (except Warm Air Furnaces) Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333415,33341,3334,333,31-33,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333511,33351,3335,333,31-33,Industrial Mold Manufacturing,Metalworking Machinery Manufacturing,Metalworking Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333514,33351,3335,333,31-33,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",Metalworking Machinery Manufacturing,Metalworking Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333515,33351,3335,333,31-33,Cutting Tool and Machine Tool Accessory Manufacturing,Metalworking Machinery Manufacturing,Metalworking Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333517,33351,3335,333,31-33,Machine Tool Manufacturing,Metalworking Machinery Manufacturing,Metalworking Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333519,33351,3335,333,31-33,Rolling Mill and Other Metalworking Machinery Manufacturing,Metalworking Machinery Manufacturing,Metalworking Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333611,33361,3336,333,31-33,Turbine and Turbine Generator Set Units Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing","Engine, Turbine, and Power Transmission Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333612,33361,3336,333,31-33,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","Engine, Turbine, and Power Transmission Equipment Manufacturing","Engine, Turbine, and Power Transmission Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333613,33361,3336,333,31-33,Mechanical Power Transmission Equipment Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing","Engine, Turbine, and Power Transmission Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333618,33361,3336,333,31-33,Other Engine Equipment Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing","Engine, Turbine, and Power Transmission Equipment Manufacturing",Machinery Manufacturing,Manufacturing
333912,33391,3339,333,31-33,Air and Gas Compressor Manufacturing,Pump and Compressor Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333914,33391,3339,333,31-33,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Pump and Compressor Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333921,33392,3339,333,31-33,Elevator and Moving Stairway Manufacturing,Material Handling Equipment Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333922,33392,3339,333,31-33,Conveyor and Conveying Equipment Manufacturing,Material Handling Equipment Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333923,33392,3339,333,31-33,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",Material Handling Equipment Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333924,33392,3339,333,31-33,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",Material Handling Equipment Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333991,33399,3339,333,31-33,Power-Driven Handtool Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333992,33399,3339,333,31-33,Welding and Soldering Equipment Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333993,33399,3339,333,31-33,Packaging Machinery Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333994,33399,3339,333,31-33,Industrial Process Furnace and Oven Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333995,33399,3339,333,31-33,Fluid Power Cylinder and Actuator Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333996,33399,3339,333,31-33,Fluid Power Pump and Motor Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333997,33399,3339,333,31-33,Scale and Balance Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
333999,33399,3339,333,31-33,All Other Miscellaneous General Purpose Machinery Manufacturing,All Other General Purpose Machinery Manufacturing,Other General Purpose Machinery Manufacturing,Machinery Manufacturing,Manufacturing
334111,33411,3341,334,31-33,Electronic Computer Manufacturing,Computer and Peripheral Equipment Manufacturing,Computer and Peripheral Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334112,33411,3341,334,31-33,Computer Storage Device Manufacturing,Computer and Peripheral Equipment Manufacturing,Computer and Peripheral Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334118,33411,3341,334,31-33,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Computer and Peripheral Equipment Manufacturing,Computer and Peripheral Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334210,33421,3342,334,31-33,Telephone Apparatus Manufacturing,Telephone Apparatus Manufacturing,Communications Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334220,33422,3342,334,31-33,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Communications Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334290,33429,3342,334,31-33,Other Communications Equipment Manufacturing,Other Communications Equipment Manufacturing,Communications Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334310,33431,3343,334,31-33,Audio and Video Equipment Manufacturing,Audio and Video Equipment Manufacturing,Audio and Video Equipment Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334412,33441,3344,334,31-33,Bare Printed Circuit Board Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334413,33441,3344,334,31-33,Semiconductor and Related Device Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334416,33441,3344,334,31-33,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334417,33441,3344,334,31-33,Electronic Connector Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334418,33441,3344,334,31-33,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334419,33441,3344,334,31-33,Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing
334510,33451,3345,334,31-33,Electromedical and Electrotherapeutic Apparatus Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334511,33451,3345,334,31-33,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334512,33451,3345,334,31-33,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334513,33451,3345,334,31-33,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334514,33451,3345,334,31-33,Totalizing Fluid Meter and Counting Device Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334515,33451,3345,334,31-33,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334516,33451,3345,334,31-33,Analytical Laboratory Instrument Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
334517,33451,3345,334,31-33,Irradiation Apparatus Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Computer and Electronic Product Manufacturing,Manufacturing
