windc_code,naics_code,bea_code,gsp_code,sctg_code,windc_detail_code,naics_desc,bea_desc,gsp_desc,sctg_desc
res,722514,722A00,,,ofd_res,"Cafeterias, grill buffets, and buffets",All other food and drinking places,,
res,722515,722A00,,,ofd_res,Snack and nonalcoholic beverage bars,All other food and drinking places,,
res,,722,,,,,Food services and drinking places,,
res,722,,80,,,Food services and drinking places,,Food services and drinking places,
residential,,F02R,,,,,,,
residential,,F02R00,,,residential,,,,
rnt,5321,532100,,,aut_rnt,Automotive equipment rental and leasing,Automotive equipment rental and leasing,,
rnt,5322,532A00,,,cmg_rnt,Consumer goods rental,General and consumer goods rental,,
rnt,5323,532A00,,,cmg_rnt,General rental centers,General and consumer goods rental,,
rnt,5324,532400,,,com_rnt,Commercial and industrial machinery and equipment rental and leasing,Commercial and industrial machinery and equipment rental and leasing,,
rnt,533,533000,58,,int_rnt,Lessors of nonfinancial intangible assets (except copyrighted works),Lessors of nonfinancial intangible assets,Rental and leasing services and lessors of intangible assets,
rnt,,532RL,,,,,Rental and leasing services and lessors of intangible assets,,
rnt,532,,58,,,Rental and leasing services,,Rental and leasing services and lessors of intangible assets,
sec,5231,523A00,,,com_sec,Securities and commodity contracts intermediation and brokerage,Securities and commodity contracts intermediation and brokerage,,
sec,5232,523A00,,,com_sec,Securities and commodity exchanges,Securities and commodity contracts intermediation and brokerage,,
sec,5239,523900,,,ofi_sec,Other financial investment activities,Other financial investment activities,,
sec,,523,,,,,"Securities, commodity contracts, and investments",,
sec,523,,53,,,"Securities, commodity contracts, and other financial investments and related activities",,"Securities, commodity contracts, and investments",
sle,,S00201,85,,trn_sle,,State and local government passenger transit,State and local,
sle,,S00202,85,,ele_sle,,State and local government electric utilities,State and local,
sle,,S00203,85,,ent_sle,,Other state and local government enterprises,State and local,
sle,,GSLE,85,,,,State and local government enterprises,State and local,
slg,,GSLGE,85,,edu_slg,,State and local government (educational services),State and local,
slg,,GSLGH,85,,hea_slg,,State and local government (hospitals and health services),State and local,
slg,,GSLGO,85,,oth_slg,,State and local government (other services),State and local,
slg,,GSLG,85,,,,State and local general government,State and local,
smn,213111,213111,,,drl_smn,Drilling oil and gas wells,Drilling oil and gas wells,,
smn,213112,21311A,,,oth_smn,Support activities for oil and gas operations,Other support activities for mining,,
smn,213113,21311A,,,oth_smn,Support activities for coal mining,Other support activities for mining,,
smn,213114,21311A,,,oth_smn,Support activities for metal mining,Other support activities for mining,,
smn,213115,21311A,,,oth_smn,Support activities for nonmetallic minerals (except fuels) mining,Other support activities for mining,,
smn,,213,,,,,Support activities for mining,,
smn,213,,9,,,Support activities for mining,,Support activities for mining,
soc,6241,624100,,,ifs_soc,Individual and family services,Individual and family services,,
soc,6242,624A00,,,cmf_soc,"Community food and housing, and emergency and other relief services","Community food, housing, and other relief services, including vocational rehabilitation services",,
soc,6243,624A00,,,cmf_soc,Vocational rehabilitation services,"Community food, housing, and other relief services, including vocational rehabilitation services",,
soc,6244,624400,,,day_soc,Child day care services,Child day care services,,
soc,,624,,,,,Social assistance,,
soc,624,,73,,,Social assistance,,Social assistance,
state_consume,,F10C,,,,,,,
state_consume,,F10C00,,,state_consume,,,,
state_equipment,,F10E,,,,,,,
state_equipment,,F10E00,,,state_equipment,,,,
state_intelprop,,F10N,,,,,,,
state_intelprop,,F10N00,,,state_intelprop,,,,
state_invest,,F10S,,,,,,,
state_invest,,F10S00,,,state_invest,,,,
structures,,F02S,,,,,,,
structures,,F02S00,,,structures,,,,
subsidies,,T00SUB,,,subsidies,,,,
subsidies,,SUB,,,subsidies,,,,
supply,,T016,,,supply,,,,
surplus,,V003,,,,,,,
surplus,,V00300,,,surplus,,,,
tax,,TOP,,,tax,,,,
taxes,,T00TOP,,,taxes,,,,
taxlessubsidies,,T015,,,taxlessubsidies,,,,
tex,3131,313100,,,fyt_tex,"Fiber, yarn, and thread mills","Fiber, yarn, and thread mills",,
tex,3132,313200,,,fml_tex,Fabric mills,Fabric mills,,
tex,3133,313300,,,txf_tex,Textile and fabric finishing and fabric coating mills,Textile and fabric finishing and fabric coating mills,,
tex,3141,,,,,Textile furnishings mills,,,
tex,3149,314900,,,otp_tex,Other textile product mills,Other textile product mills,,
tex,31411,314110,,,rug_tex,Carpet and rug mills,Carpet and rug mills,,
tex,31412,314120,,,lin_tex,Curtain and linen mills,Curtain and linen mills,,
tex,,313TT,,,,,Textile mills and textile product mills,,
tex,313,,27,30,,Textile mills,,Textile mills and textile product mills,"Textiles, Leather, and Articles of Textiles or Leather"
tex,314,,27,30,,Textile product mills,,Textile mills and textile product mills,"Textiles, Leather, and Articles of Textiles or Leather"
tex,315,,,30,,Apparel manufacturing,,,"Textiles, Leather, and Articles of Textiles or Leather"
totalbasic,,T017,,,totalbasic,,,,
totaluse,,T019,,,totaluse,,,,
totint,,T001,,,totint,,,,
trdtrn,,T014,,,trdtrn,,,,
trk,484,484000,40,,trk_trk,Truck transportation,Truck transportation,Truck transportation,
trk,,484,,,,,Truck transportation,,
trn,482,482000,38,,trn_trn,Rail transportation,Rail transportation,Rail transportation,
trn,,482,,,,,Rail transportation,,
trncost,,Trans,,,,,,,
trncost,,TRANS,,,trncost,,,,
tsv,5412,541200,63,,acc_tsv,"Accounting, tax preparation, bookkeeping, and payroll services","Accounting, tax preparation, bookkeeping, and payroll services","Miscellaneous professional, scientific, and technical services",
tsv,5413,541300,63,,arc_tsv,"Architectural, engineering, and related services","Architectural, engineering, and related services","Miscellaneous professional, scientific, and technical services",
tsv,54161,541610,,,mgt_tsv,Management consulting services,Management consulting services,,
tsv,54162,5416A0,,,env_tsv,Environmental consulting services,Environmental and other technical consulting services,,
tsv,54169,5416A0,,,env_tsv,Other scientific and technical consulting services,Environmental and other technical consulting services,,
tsv,5417,541700,63,,sci_tsv,Scientific research and development services,Scientific research and development services,"Miscellaneous professional, scientific, and technical services",
tsv,5418,541800,63,,adv_tsv,"Advertising, public relations, and related services","Advertising, public relations, and related services","Miscellaneous professional, scientific, and technical services",
tsv,5414,541400,63,,des_tsv,Specialized design services,Specialized design services,"Miscellaneous professional, scientific, and technical services",
tsv,54191,5419A0,,,mkt_tsv,Marketing research and public opinion polling,"All other miscellaneous professional, scientific, and technical services",,
tsv,54193,5419A0,,,mkt_tsv,Translation and interpretation services,"All other miscellaneous professional, scientific, and technical services",,
tsv,54199,5419A0,,,mkt_tsv,"All other professional, scientific, and technical services","All other miscellaneous professional, scientific, and technical services",,
tsv,54192,541920,,,pht_tsv,Photographic services,Photographic services,,
tsv,54194,541940,,,vet_tsv,Veterinary services,Veterinary services,,
tsv,,5412OP,,,,,"Miscellaneous professional, scientific, and technical services",,
tsv,5416,,63,,,"Management, scientific, and technical consulting services",,"Miscellaneous professional, scientific, and technical services",
tsv,5419,,63,,,"Other professional, scientific, and technical services",,"Miscellaneous professional, scientific, and technical services",
use,9100,,,,,,,,
use,9200,,,,,,,,
use,9300,,,,,,,,
use,,S00401,,41,srp_use,,Scrap,,"Waste and Scrap (excludes of agriculture or food, see 041xx)"
use,,S00402,,41,sec_use,,Used and secondhand goods,,"Waste and Scrap (excludes of agriculture or food, see 041xx)"
use,,Used,,41,,,"Scrap, used and secondhand goods",,"Waste and Scrap (excludes of agriculture or food, see 041xx)"
uti,2211,221100,,,ele_uti,"Electric power generation, transmission and distribution","Electric power generation, transmission, and distribution",,
uti,2212,221200,,,gas_uti,Natural gas distribution,Natural gas distribution,,
uti,2213,221300,,,wat_uti,"Water, sewage and other systems","Water, sewage and other systems",,
uti,,22,,,,,Utilities,,
uti,22,,10,,,Utilities,,Utilities,
valueadded,,VAPRO,,,valueadded,,,,
wht,4231,423100,,,mtv_wht,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,Motor vehicle and motor vehicle parts and supplies,,
wht,4234,423400,,,pce_wht,Professional and commercial equipment and supplies merchant wholesalers,Professional and commercial equipment and supplies,,
wht,4236,423600,,,hha_wht,Household appliances and electrical and electronic goods merchant wholesalers,Household appliances and electrical and electronic goods,,
wht,4238,423800,,,mch_wht,"Machinery, equipment, and supplies merchant wholesalers","Machinery, equipment, and supplies",,
wht,4232,423A00,,,odg_wht,Furniture and home furnishing merchant wholesalers,Other durable goods merchant wholesalers,,
wht,4233,423A00,,,odg_wht,Lumber and other construction materials merchant wholesalers,Other durable goods merchant wholesalers,,
wht,4235,423A00,,,odg_wht,Metal and mineral (except petroleum) merchant wholesalers,Other durable goods merchant wholesalers,,
wht,4237,423A00,,,odg_wht,"Hardware, and plumbing and heating equipment and supplies merchant wholesalers",Other durable goods merchant wholesalers,,
wht,4239,423A00,,,odg_wht,Miscellaneous durable goods merchant wholesalers,Other durable goods merchant wholesalers,,
wht,4242,424200,,,dru_wht,Drugs and druggists' sundries merchant wholesalers,Drugs and druggists' sundries,,
wht,4244,424400,,,gro_wht,Grocery and related product merchant wholesalers,Grocery and related product wholesalers,,
wht,4247,424700,,,pet_wht,Petroleum and petroleum products merchant wholesalers,Petroleum and petroleum products,,
wht,4241,424A00,,,ndg_wht,Paper and paper product merchant wholesalers,Other nondurable goods merchant wholesalers,,
wht,4243,424A00,,,ndg_wht,"Apparel, piece goods, and notions merchant wholesalers",Other nondurable goods merchant wholesalers,,
wht,4245,424A00,,,ndg_wht,Farm product raw material merchant wholesalers,Other nondurable goods merchant wholesalers,,
wht,4246,424A00,,,ndg_wht,Chemical and allied products merchant wholesalers,Other nondurable goods merchant wholesalers,,
wht,4248,424A00,,,ndg_wht,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",Other nondurable goods merchant wholesalers,,
wht,4249,424A00,,,ndg_wht,Miscellaneous nondurable goods merchant wholesalers,Other nondurable goods merchant wholesalers,,
wht,425,425000,,,ele_wht,Wholesale electronic markets and agents and brokers,Wholesale electronic markets and agents and brokers,,
wht,,4200ID,,,dut_wht,,Customs duties,,
wht,,42,,,,,Wholesale trade,,
wht,42,,34,,,Wholesale trade,,Wholesale trade,
wpd,3211,321100,,,saw_wpd,Sawmills and wood preservation,Sawmills and wood preservation,,
wpd,3212,321200,,,ven_wpd,"Veneer, plywood, and engineered wood product manufacturing","Veneer, plywood, and engineered wood product manufacturing",,
wpd,3219,,,,,Other wood product manufacturing,,,
wpd,32191,321910,,,mil_wpd,Millwork,Millwork,,
wpd,32192,3219A0,,,owp_wpd,Wood container and pallet manufacturing,All other wood product manufacturing,,
wpd,32193,3219A0,,,owp_wpd,,All other wood product manufacturing,,
wpd,32194,3219A0,,,owp_wpd,,All other wood product manufacturing,,
wpd,32195,3219A0,,,owp_wpd,,All other wood product manufacturing,,
wpd,32196,3219A0,,,owp_wpd,,All other wood product manufacturing,,
wpd,32197,3219A0,,,owp_wpd,,All other wood product manufacturing,,
wpd,32198,3219A0,,,owp_wpd,,All other wood product manufacturing,,
wpd,32199,3219A0,,,owp_wpd,All other wood product manufacturing,All other wood product manufacturing,,
wpd,,321,,,,,Wood products,,
wpd,321,,14,26,,Wood product manufacturing,,Wood products manufacturing,Wood Products
wrh,493,493000,44,,wrh_wrh,Warehousing and storage,Warehousing and storage,Warehousing and storage,
wrh,,493,,,,,Warehousing and storage,,
wst,562,562000,67,,wst_wst,Waste management and remediation services,Waste management and remediation services,Waste management and remediation services,
wst,,562,,,,,Waste management and remediation services,,
wtt,483,483000,39,,wtt_wtt,Water transportation,Water transportation,Water transportation,
wtt,,483,,,,,Water transportation,,
,,11,,43,,,"Agriculture, forestry, fishing, and hunting",,Mixed Freight
,,11,,99,,,"Agriculture, forestry, fishing, and hunting",,Missing Code
,,11,,0,,,"Agriculture, forestry, fishing, and hunting",,SCTG suppressed
,,21,,43,,,Mining,,Mixed Freight
,,21,,99,,,Mining,,Missing Code
,,21,,0,,,Mining,,SCTG suppressed
,,31ND,,43,,,Nondurable goods,,Mixed Freight
,,31ND,,99,,,Nondurable goods,,Missing Code
,,31ND,,0,,,Nondurable goods,,SCTG suppressed
,,33DG,,43,,,Durable goods,,Mixed Freight
,,33DG,,99,,,Durable goods,,Missing Code
,,33DG,,0,,,Durable goods,,SCTG suppressed
,,44RT,,43,,,Retail trade,,Mixed Freight
,,44RT,,99,,,Retail trade,,Missing Code
,,44RT,,0,,,Retail trade,,SCTG suppressed
,,48TW,,43,,,"Transportation and warehousing, excluding postal service",,Mixed Freight
,,48TW,,99,,,"Transportation and warehousing, excluding postal service",,Missing Code
,,48TW,,0,,,"Transportation and warehousing, excluding postal service",,SCTG suppressed
,,51,,43,,,Information,,Mixed Freight
,,51,,99,,,Information,,Missing Code
,,51,,0,,,Information,,SCTG suppressed
,,52,,43,,,Finance and insurance,,Mixed Freight
,,52,,99,,,Finance and insurance,,Missing Code
,,52,,0,,,Finance and insurance,,SCTG suppressed
,,53,,43,,,Real estate and rental and leasing,,Mixed Freight
,,53,,99,,,Real estate and rental and leasing,,Missing Code
,,53,,0,,,Real estate and rental and leasing,,SCTG suppressed
,,54,,43,,,Professional and technical services,,Mixed Freight
,,54,,99,,,Professional and technical services,,Missing Code
,,54,,0,,,Professional and technical services,,SCTG suppressed
,,56,,43,,,Administrative and waste services,,Mixed Freight
,,56,,99,,,Administrative and waste services,,Missing Code
,,56,,0,,,Administrative and waste services,,SCTG suppressed
,,62,,43,,,Health care and social assistance,,Mixed Freight
,,62,,99,,,Health care and social assistance,,Missing Code
,,62,,0,,,Health care and social assistance,,SCTG suppressed
,,71,,43,,,"Arts, entertainment, and recreation",,Mixed Freight
,,71,,99,,,"Arts, entertainment, and recreation",,Missing Code
,,71,,0,,,"Arts, entertainment, and recreation",,SCTG suppressed
,,72,,43,,,Accommodation and food services,,Mixed Freight
,,72,,99,,,Accommodation and food services,,Missing Code
,,72,,0,,,Accommodation and food services,,SCTG suppressed
,,G,,43,,,Government,,Mixed Freight
,,G,,99,,,Government,,Missing Code
,,G,,0,,,Government,,SCTG suppressed
,,111,,43,,,Crop production,,Mixed Freight
,,111,,99,,,Crop production,,Missing Code
,,111,,0,,,Crop production,,SCTG suppressed
,,112,,43,,,Animal production and aquaculture,,Mixed Freight
,,112,,99,,,Animal production and aquaculture,,Missing Code
,,112,,0,,,Animal production and aquaculture,,SCTG suppressed
,,2211,,43,,,"Electric power generation, transmission, and distribution",,Mixed Freight
,,2211,,99,,,"Electric power generation, transmission, and distribution",,Missing Code
,,2211,,0,,,"Electric power generation, transmission, and distribution",,SCTG suppressed
,,2212NW,,43,,,"Natural gas distribution and water, sewage and other systems",,Mixed Freight
,,2212NW,,99,,,"Natural gas distribution and water, sewage and other systems",,Missing Code
,,2212NW,,0,,,"Natural gas distribution and water, sewage and other systems",,SCTG suppressed
,,23EH,,43,,,"Education, hospital, and health structures",,Mixed Freight
,,23EH,,99,,,"Education, hospital, and health structures",,Missing Code
,,23EH,,0,,,"Education, hospital, and health structures",,SCTG suppressed
,,23MR,,43,,,Maintenance and repair construction,,Mixed Freight
,,23MR,,99,,,Maintenance and repair construction,,Missing Code
,,23MR,,0,,,Maintenance and repair construction,,SCTG suppressed
,,23OC,,43,,,Office and commercial structures,,Mixed Freight
,,23OC,,99,,,Office and commercial structures,,Missing Code
,,23OC,,0,,,Office and commercial structures,,SCTG suppressed
,,23OR,,43,,,Other residential construction,,Mixed Freight
,,23OR,,99,,,Other residential construction,,Missing Code
,,23OR,,0,,,Other residential construction,,SCTG suppressed
,,23OT,,43,,,Other nonresidential structures,,Mixed Freight
,,23OT,,99,,,Other nonresidential structures,,Missing Code
,,23OT,,0,,,Other nonresidential structures,,SCTG suppressed
,,23PC,,43,,,Power and communication structures,,Mixed Freight
,,23PC,,99,,,Power and communication structures,,Missing Code
,,23PC,,0,,,Power and communication structures,,SCTG suppressed
,,23SF,,43,,,Single-family residential structures,,Mixed Freight
,,23SF,,99,,,Single-family residential structures,,Missing Code
,,23SF,,0,,,Single-family residential structures,,SCTG suppressed
,,23TH,,43,,,Transportation structures and highways and streets,,Mixed Freight
,,23TH,,99,,,Transportation structures and highways and streets,,Missing Code
,,23TH,,0,,,Transportation structures and highways and streets,,SCTG suppressed
,,311,,43,,,Food manufacturing,,Mixed Freight
,,311,,99,,,Food manufacturing,,Missing Code
,,311,,0,,,Food manufacturing,,SCTG suppressed
,,3121,,43,,,Beverage manufacturing,,Mixed Freight
,,3121,,99,,,Beverage manufacturing,,Missing Code
,,3121,,0,,,Beverage manufacturing,,SCTG suppressed
,,3122,,43,,,Tobacco manufacturing,,Mixed Freight
,,3122,,99,,,Tobacco manufacturing,,Missing Code
,,3122,,0,,,Tobacco manufacturing,,SCTG suppressed
,,3251,,43,,,Basic chemical manufacturing,,Mixed Freight
,,3251,,99,,,Basic chemical manufacturing,,Missing Code
,,3251,,0,,,Basic chemical manufacturing,,SCTG suppressed
,,3252,,43,,,"Resin, rubber, and artificial fibers manufacturing",,Mixed Freight
,,3252,,99,,,"Resin, rubber, and artificial fibers manufacturing",,Missing Code
,,3252,,0,,,"Resin, rubber, and artificial fibers manufacturing",,SCTG suppressed
,,3254,,43,,,Pharmaceutical and medicine manufacturing,,Mixed Freight
,,3254,,99,,,Pharmaceutical and medicine manufacturing,,Missing Code
,,3254,,0,,,Pharmaceutical and medicine manufacturing,,SCTG suppressed
,,325X,,43,,,Other chemical manufacturing,,Mixed Freight
,,325X,,99,,,Other chemical manufacturing,,Missing Code
,,325X,,0,,,Other chemical manufacturing,,SCTG suppressed
,,3311IS,,43,,,Iron and steel mills and manufacturing from purchased steel,,Mixed Freight
,,3311IS,,99,,,Iron and steel mills and manufacturing from purchased steel,,Missing Code
,,3311IS,,0,,,Iron and steel mills and manufacturing from purchased steel,,SCTG suppressed
,,3313NF,,43,,,Nonferrous metal production and processing and foundries,,Mixed Freight
,,3313NF,,99,,,Nonferrous metal production and processing and foundries,,Missing Code
,,3313NF,,0,,,Nonferrous metal production and processing and foundries,,SCTG suppressed
,,33311,,43,,,Agricultural implement manufacturing,,Mixed Freight
,,33311,,99,,,Agricultural implement manufacturing,,Missing Code
,,33311,,0,,,Agricultural implement manufacturing,,SCTG suppressed
,,33312,,43,,,Construction machinery manufacturing,,Mixed Freight
,,33312,,99,,,Construction machinery manufacturing,,Missing Code
,,33312,,0,,,Construction machinery manufacturing,,SCTG suppressed
,,33313,,43,,,Mining and oil and gas field machinery manufacturing,,Mixed Freight
,,33313,,99,,,Mining and oil and gas field machinery manufacturing,,Missing Code
,,33313,,0,,,Mining and oil and gas field machinery manufacturing,,SCTG suppressed
,,3332OM,,43,,,Other machinery,,Mixed Freight
,,3332OM,,99,,,Other machinery,,Missing Code
,,3332OM,,0,,,Other machinery,,SCTG suppressed
,,3341,,43,,,Computer and peripheral equipment manufacturing,,Mixed Freight
,,3341,,99,,,Computer and peripheral equipment manufacturing,,Missing Code
,,3341,,0,,,Computer and peripheral equipment manufacturing,,SCTG suppressed
,,3342,,43,,,Communications equipment manufacturing,,Mixed Freight
,,3342,,99,,,Communications equipment manufacturing,,Missing Code
,,3342,,0,,,Communications equipment manufacturing,,SCTG suppressed
,,3344,,43,,,Semiconductor and other electronic component manufacturing,,Mixed Freight
,,3344,,99,,,Semiconductor and other electronic component manufacturing,,Missing Code
,,3344,,0,,,Semiconductor and other electronic component manufacturing,,SCTG suppressed
,,3345,,43,,,"Navigational, measuring, electromedical, and control instruments manufacturing",,Mixed Freight
,,3345,,99,,,"Navigational, measuring, electromedical, and control instruments manufacturing",,Missing Code
,,3345,,0,,,"Navigational, measuring, electromedical, and control instruments manufacturing",,SCTG suppressed
,,334X,,43,,,Other computer and electronic product manufacturing,,Mixed Freight
,,334X,,99,,,Other computer and electronic product manufacturing,,Missing Code
,,334X,,0,,,Other computer and electronic product manufacturing,,SCTG suppressed
,,33612,,43,,,Heavy duty truck manufacturing,,Mixed Freight
,,33612,,99,,,Heavy duty truck manufacturing,,Missing Code
,,33612,,0,,,Heavy duty truck manufacturing,,SCTG suppressed
,,3362BP,,43,,,"Motor vehicle body, trailer, and parts manufacturing",,Mixed Freight
,,3362BP,,99,,,"Motor vehicle body, trailer, and parts manufacturing",,Missing Code
,,3362BP,,0,,,"Motor vehicle body, trailer, and parts manufacturing",,SCTG suppressed
,,3364,,43,,,Aerospace product and parts manufacturing,,Mixed Freight
,,3364,,99,,,Aerospace product and parts manufacturing,,Missing Code
,,3364,,0,,,Aerospace product and parts manufacturing,,SCTG suppressed
,,3365AO,,43,,,All other transportation equipment manufacturing,,Mixed Freight
,,3365AO,,99,,,All other transportation equipment manufacturing,,Missing Code
,,3365AO,,0,,,All other transportation equipment manufacturing,,SCTG suppressed
,,3391,,43,,,Medical equipment and supplies manufacturing,,Mixed Freight
,,3391,,99,,,Medical equipment and supplies manufacturing,,Missing Code
,,3391,,0,,,Medical equipment and supplies manufacturing,,SCTG suppressed
,,3399,,43,,,Other miscellaneous manufacturing,,Mixed Freight
,,3399,,99,,,Other miscellaneous manufacturing,,Missing Code
,,3399,,0,,,Other miscellaneous manufacturing,,SCTG suppressed
,,4231,,43,,,Motor vehicle and motor vehicle parts and supplies,,Mixed Freight
,,4231,,99,,,Motor vehicle and motor vehicle parts and supplies,,Missing Code
,,4231,,0,,,Motor vehicle and motor vehicle parts and supplies,,SCTG suppressed
,,4234,,43,,,Professional and commercial equipment and supplies,,Mixed Freight
,,4234,,99,,,Professional and commercial equipment and supplies,,Missing Code
,,4234,,0,,,Professional and commercial equipment and supplies,,SCTG suppressed
,,4236,,43,,,Household appliances and electrical and electronic goods,,Mixed Freight
,,4236,,99,,,Household appliances and electrical and electronic goods,,Missing Code
,,4236,,0,,,Household appliances and electrical and electronic goods,,SCTG suppressed
,,4238,,43,,,"Machinery, equipment, and supplies",,Mixed Freight
,,4238,,99,,,"Machinery, equipment, and supplies",,Missing Code
,,4238,,0,,,"Machinery, equipment, and supplies",,SCTG suppressed
,,423X,,43,,,Other durable goods merchant wholesalers,,Mixed Freight
,,423X,,99,,,Other durable goods merchant wholesalers,,Missing Code
,,423X,,0,,,Other durable goods merchant wholesalers,,SCTG suppressed
,,4242,,43,,,Drugs and druggists' sundries,,Mixed Freight
,,4242,,99,,,Drugs and druggists' sundries,,Missing Code
,,4242,,0,,,Drugs and druggists' sundries,,SCTG suppressed
,,4244,,43,,,Grocery and related product wholesalers,,Mixed Freight
,,4244,,99,,,Grocery and related product wholesalers,,Missing Code
,,4244,,0,,,Grocery and related product wholesalers,,SCTG suppressed
,,4247,,43,,,Petroleum and petroleum products,,Mixed Freight
,,4247,,99,,,Petroleum and petroleum products,,Missing Code
,,4247,,0,,,Petroleum and petroleum products,,SCTG suppressed
,,424X,,43,,,Other nondurable goods merchant wholesalers,,Mixed Freight
,,424X,,99,,,Other nondurable goods merchant wholesalers,,Missing Code
,,424X,,0,,,Other nondurable goods merchant wholesalers,,SCTG suppressed
,,425,,43,,,Wholesale electronic markets and agents and brokers,,Mixed Freight
,,425,,99,,,Wholesale electronic markets and agents and brokers,,Missing Code
,,425,,0,,,Wholesale electronic markets and agents and brokers,,SCTG suppressed
,,42ID,,43,,,Customs duties,,Mixed Freight
,,42ID,,99,,,Customs duties,,Missing Code
,,42ID,,0,,,Customs duties,,SCTG suppressed
,,444,,43,,,Building material and garden equipment and supplies dealers,,Mixed Freight
,,444,,99,,,Building material and garden equipment and supplies dealers,,Missing Code
,,444,,0,,,Building material and garden equipment and supplies dealers,,SCTG suppressed
,,446,,43,,,Health and personal care stores,,Mixed Freight
,,446,,99,,,Health and personal care stores,,Missing Code
,,446,,0,,,Health and personal care stores,,SCTG suppressed
,,447,,43,,,Gasoline stations,,Mixed Freight
,,447,,99,,,Gasoline stations,,Missing Code
,,447,,0,,,Gasoline stations,,SCTG suppressed
,,448,,43,,,Clothing and clothing accessories stores,,Mixed Freight
,,448,,99,,,Clothing and clothing accessories stores,,Missing Code
,,448,,0,,,Clothing and clothing accessories stores,,SCTG suppressed
,,454,,43,,,Nonstore retailers,,Mixed Freight
,,454,,99,,,Nonstore retailers,,Missing Code
,,454,,0,,,Nonstore retailers,,SCTG suppressed
,,4A0X,,43,,,All other retail,,Mixed Freight
,,4A0X,,99,,,All other retail,,Missing Code
,,4A0X,,0,,,All other retail,,SCTG suppressed
,,48A,,43,,,Scenic and sightseeing transportation and support activities,,Mixed Freight
,,48A,,99,,,Scenic and sightseeing transportation and support activities,,Missing Code
,,48A,,0,,,Scenic and sightseeing transportation and support activities,,SCTG suppressed
,,492,,43,,,Couriers and messengers,,Mixed Freight
,,492,,99,,,Couriers and messengers,,Missing Code
,,492,,0,,,Couriers and messengers,,SCTG suppressed
,,5111,,43,,,"Newspaper, periodical, book, and directory publishers",,Mixed Freight
,,5111,,99,,,"Newspaper, periodical, book, and directory publishers",,Missing Code
,,5111,,0,,,"Newspaper, periodical, book, and directory publishers",,SCTG suppressed
,,5112,,43,,,Software publishers,,Mixed Freight
,,5112,,99,,,Software publishers,,Missing Code
,,5112,,0,,,Software publishers,,SCTG suppressed
,,515,,43,,,Broadcasting (except Internet),,Mixed Freight
,,515,,99,,,Broadcasting (except Internet),,Missing Code
,,515,,0,,,Broadcasting (except Internet),,SCTG suppressed
,,5171,,43,,,Wired telecommunications carriers,,Mixed Freight
,,5171,,99,,,Wired telecommunications carriers,,Missing Code
,,5171,,0,,,Wired telecommunications carriers,,SCTG suppressed
,,5172,,43,,,Wireless telecommunications carriers (except satellite),,Mixed Freight
,,5172,,99,,,Wireless telecommunications carriers (except satellite),,Missing Code
,,5172,,0,,,Wireless telecommunications carriers (except satellite),,SCTG suppressed
,,5174OT,,43,,,"Other telecommunications, including satellite",,Mixed Freight
,,5174OT,,99,,,"Other telecommunications, including satellite",,Missing Code
,,5174OT,,0,,,"Other telecommunications, including satellite",,SCTG suppressed
,,518,,43,,,"Data processing, hosting, and related services",,Mixed Freight
,,518,,99,,,"Data processing, hosting, and related services",,Missing Code
,,518,,0,,,"Data processing, hosting, and related services",,SCTG suppressed
,,519,,43,,,Other information services,,Mixed Freight
,,519,,99,,,Other information services,,Missing Code
,,519,,0,,,Other information services,,SCTG suppressed
,,5241X,,43,,,"Insurance carriers, except direct life",,Mixed Freight
,,5241X,,99,,,"Insurance carriers, except direct life",,Missing Code
,,5241X,,0,,,"Insurance carriers, except direct life",,SCTG suppressed
,,5242,,43,,,"Agencies, brokerages, and other insurance related activities",,Mixed Freight
,,5242,,99,,,"Agencies, brokerages, and other insurance related activities",,Missing Code
,,5242,,0,,,"Agencies, brokerages, and other insurance related activities",,SCTG suppressed
,,HSO,,43,,,Owner-occupied housing,,Mixed Freight
,,HSO,,99,,,Owner-occupied housing,,Missing Code
,,HSO,,0,,,Owner-occupied housing,,SCTG suppressed
,,HST,,43,,,Tenant-occupied housing,,Mixed Freight
,,HST,,99,,,Tenant-occupied housing,,Missing Code
,,HST,,0,,,Tenant-occupied housing,,SCTG suppressed
,,5412,,43,,,"Accounting, tax preparation, bookkeeping, and payroll services",,Mixed Freight
,,5412,,99,,,"Accounting, tax preparation, bookkeeping, and payroll services",,Missing Code
,,5412,,0,,,"Accounting, tax preparation, bookkeeping, and payroll services",,SCTG suppressed
,,5413,,43,,,"Architectural, engineering, and related services",,Mixed Freight
,,5413,,99,,,"Architectural, engineering, and related services",,Missing Code
,,5413,,0,,,"Architectural, engineering, and related services",,SCTG suppressed
,,5416,,43,,,"Management, scientific, and technical consulting services",,Mixed Freight
,,5416,,99,,,"Management, scientific, and technical consulting services",,Missing Code
,,5416,,0,,,"Management, scientific, and technical consulting services",,SCTG suppressed
,,5417,,43,,,Scientific research and development services,,Mixed Freight
,,5417,,99,,,Scientific research and development services,,Missing Code
,,5417,,0,,,Scientific research and development services,,SCTG suppressed
,,5418,,43,,,"Advertising, public relations, and related services",,Mixed Freight
,,5418,,99,,,"Advertising, public relations, and related services",,Missing Code
,,5418,,0,,,"Advertising, public relations, and related services",,SCTG suppressed
